2018,SUMMER,MATH112,#N/A,#N/A,#N/A,#N/A,4-Jun-18,P093001886,3fd5bfa5,21-Jun-18,Jun,2018,SUMMER,A,,pass ,
2018,SUMMER,MATH116,#N/A,#N/A,#N/A,#N/A,4-Jun-18,P089009198,3fe9a0d3,25-Apr-18,Apr,2018,SUMMER,B,,pass ,
2018,SUMMER,MATH116,#N/A,#N/A,#N/A,#N/A,4-Jun-18,P089009198,3fd864fd,19-Mar-18,Mar,2020,SPRING,A,,pass ,
2018,SUMMER,MATH116,#N/A,#N/A,#N/A,#N/A,4-Jun-18,P089009198,3fda500b,7-May-18,May,2018,SUMMER,A,,pass ,
2018,SUMMER,MATH209,#N/A,#N/A,#N/A,#N/A,4-Jun-18,P107180114,3fd88771,2-Jun-18,Jun,2018,SUMMER,B,,pass ,
2018,SUMMER,MATH209,#N/A,#N/A,#N/A,#N/A,4-Jun-18,P107180114,3fee6d57,9-May-18,May,2019,FALL,C,,pass ,
2018,SUMMER,MATH209,#N/A,#N/A,#N/A,#N/A,4-Jun-18,P107180114,3fd63377,29-May-18,May,2019,SPRING,A,,pass ,
2018,SUMMER,MATH209,#N/A,#N/A,#N/A,#N/A,4-Jun-18,P107180114,3feef51f,19-Mar-18,Mar,2020,SPRING,B,,pass ,
2018,SUMMER,MATH209,#N/A,#N/A,#N/A,#N/A,4-Jun-18,P107180114,3fe597f9,22-Jan-18,Jan,2018,FALL,B,,pass ,
2018,SUMMER,MATH209,#N/A,#N/A,#N/A,#N/A,4-Jun-18,P107180114,3babf06b,9-May-18,May,2020,SPRING,C,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe8f9ad,10-Apr-18,Apr,2019,SPRING,A,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3ff07d6d,31-Jul-18,Jul,2019,SPRING,A-,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe12e5d,12-Aug-18,Aug,2020,SPRING,B-,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe907c7,17-Apr-18,Apr,2020,SPRING,A-,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe633b7,5-Apr-18,Apr,2020,SPRING,A,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe0e42f,31-Jul-18,Jul,2020,SPRING,A+,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fecf73d,24-Aug-18,Aug,2018,FALL,F,,fail,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe62d95,11-May-18,May,2018,FALL,C,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe6f2f7,12-Apr-18,Apr,2019,SPRING,C,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe2ccbd,8-Aug-18,Aug,2020,SPRING,C,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe29699,17-Apr-18,Apr,2020,SPRING,D,,fail,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fd7fddd,10-Apr-18,Apr,2018,FALL,B-,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe7ed8d,17-May-18,May,2018,FALL,W,,W,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fea216b,10-Apr-18,Apr,2019,SPRING,A,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fdfab05,23-Apr-18,Apr,2019,SPRING,C-,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe58a9d,10-Apr-18,Apr,2020,SPRING,A+,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fec331b,13-Jun-18,Jun,2020,SPRING,B,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe7bd4f,12-Apr-18,Apr,2020,SPRING,C-,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe32771,31-Jul-18,Jul,2019,SPRING,B,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fea5735,21-Jun-18,Jun,2018,FALL,A,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe327df,13-Apr-18,Apr,2020,SPRING,C-,,pass ,
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P008616066,3fefed5d,16-Aug-18,Aug,2018,FALL,B,B,pass ,pass 
